type,rcvTime,sendTime,sender,messageID,pos,pos_noise,spd,spd_noise,RSSI,repetition,attackerDensity,attackerType
3,10842.68787,10842.68776,91,8663,"[3602.2188745927265, 5604.380862953357, 1.895]","[0.0, 0.0, 0.0]","[3.2221579617282274, -38.27511821353074, 0.0]","[0.0, 0.0, 0.0]",5.30E-09,0,0.1,0
3,10842.71076,10842.71065,127,8717,"[3638.9536822856826, 5223.69941555081, 1.895]","[0.0, 0.0, 0.0]","[-5.47982416426961, 35.12892363611598, 0.0]","[0.0, 0.0, 0.0]",1.71E-09,0,0.1,0
3,10842.79108,10842.79097,85,8755,"[3600.5940386012594, 5680.755596883633, 1.895]","[0.0, 0.0, 0.0]","[1.2652392524947393, -29.489585493221096, 0.0]","[0.0, 0.0, 0.0]",1.23E-08,0,0.1,0
3,10842.93217,10842.93206,97,8847,"[3596.2280857712326, 5705.5677117908035, 1.895]","[0.0, 0.0, 0.0]","[1.3780410690374456, -32.089565439409704, 0.0]","[0.0, 0.0, 0.0]",2.10E-08,0,0.1,0
3,10843.00522,10843.00511,109,8901,"[3591.2221194233125, 5853.398934178188, 1.895]","[0.0, 0.0, 0.0]","[-0.017547984646293886, -30.14963112134045, 0.0]","[0.0, 0.0, 0.0]",2.93E-07,0,0.1,0
3,10843.10326,10843.10315,73,8947,"[3590.9600426300685, 5948.744044026623, 1.895]","[0.0, 0.0, 0.0]","[2.231142457379007, 29.96435880584818, 0.0]","[0.0, 0.0, 0.0]",5.46E-08,0,0.1,0
3,10843.28218,10843.28206,121,8993,"[3618.234388706496, 5370.24117445276, 1.895]","[0.0, 0.0, 0.0]","[-4.051011230595091, 35.10158135447841, 0.0]","[0.0, 0.0, 0.0]",2.03E-09,0,0.1,0
3,10843.63992,10843.63981,67,9075,"[3594.8808755815635, 6001.401033717164, 1.895]","[0.0, 0.0, 0.0]","[2.227471454696423, 29.915057049600748, 0.0]","[0.0, 0.0, 0.0]",1.82E-09,0,0.1,0
3,10843.68788,10843.68776,91,9199,"[3605.4413633534764, 5566.10181527029, 1.895]","[0.0, 0.0, 0.0]","[3.219874346239081, -38.24799178025575, 0.0]","[0.0, 0.0, 0.0]",6.89E-09,0,0.1,0
3,10843.79108,10843.79097,85,9293,"[3601.859070464476, 5651.270845119546, 1.895]","[0.0, 0.0, 0.0]","[1.267182005456679, -29.534866241072034, 0.0]","[0.0, 0.0, 0.0]",3.07E-09,0,0.1,0
3,10843.93217,10843.93206,97,9399,"[3597.6058800552937, 5673.483893076053, 1.895]","[0.0, 0.0, 0.0]","[1.376462984051978, -32.05281757859504, 0.0]","[0.0, 0.0, 0.0]",5.93E-09,0,0.1,0
3,10844.00522,10844.00511,109,9446,"[3591.204553185082, 5823.217941119416, 1.895]","[0.0, 0.0, 0.0]","[-0.0175846014785904, -30.212543416331833, 0.0]","[0.0, 0.0, 0.0]",2.33E-07,0,0.1,0
3,10844.10326,10844.10315,73,9489,"[3593.1851002494645, 5978.6266831430685, 1.895]","[0.0, 0.0, 0.0]","[2.229134813785597, 29.937396048339384, 0.0]","[0.0, 0.0, 0.0]",4.58E-09,0,0.1,0
3,10844.28217,10844.28206,121,9541,"[3614.182891568253, 5405.346966145298, 1.895]","[0.0, 0.0, 0.0]","[-4.057085530014486, 35.154214512752624, 0.0]","[0.0, 0.0, 0.0]",2.03E-09,0,0.1,0
3,10844.63992,10844.63981,67,9625,"[3597.818152859867, 6031.153366242084, 1.895]","[0.0, 0.0, 0.0]","[3.1410817046466843, 29.745220876066924, 0.0]","[0.0, 0.0, 0.0]",2.65E-09,0,0.1,0
3,10844.68594,10844.68583,103,9717,"[3591.1729186668, 5768.865884395915, 1.895]","[0.0, 0.0, 0.0]","[-0.01755283237188874, -30.157960119878368, 0.0]","[0.0, 0.0, 0.0]",1.74E-08,0,0.1,0
3,10844.71077,10844.71065,127,9829,"[3628.018293390574, 5293.801745463565, 1.895]","[0.0, 0.0, 0.0]","[-5.466594884713896, 35.04411610628614, 0.0]","[0.0, 0.0, 0.0]",1.67E-09,0,0.1,0
3,10844.79108,10844.79097,85,9873,"[3604.059060786321, 5621.81435356713, 1.895]","[0.0, 0.0, 0.0]","[2.475787140165364, -29.407169345123336, 0.0]","[0.0, 0.0, 0.0]",9.45E-09,0,0.1,0
3,10844.79691,10844.7968,139,9937,"[3604.731877894955, 6064.583217674289, 1.895]","[0.0, 0.0, 0.0]","[-3.4218306380506616, -29.692568333652357, 0.0]","[0.0, 0.0, 0.0]",9.28E-09,0,0.1,0
3,10844.93216,10844.93206,97,10033,"[3599.1017115186864, 5641.408776099383, 1.895]","[0.0, 0.0, 0.0]","[2.139050028289952, -32.07781728627313, 0.0]","[0.0, 0.0, 0.0]",3.16E-09,0,0.1,0
3,10845.00522,10845.00511,109,10093,"[3591.1869684390376, 5793.005149321916, 1.895]","[0.0, 0.0, 0.0]","[-0.01762461221176989, -30.281286852010112, 0.0]","[0.0, 0.0, 0.0]",1.94E-07,0,0.1,0
3,10845.10326,10845.10315,73,10145,"[3595.426349759853, 6008.503617463907, 1.895]","[0.0, 0.0, 0.0]","[2.3094430471096197, 29.899180021306726, 0.0]","[0.0, 0.0, 0.0]",2.33E-09,0,0.1,0
3,10845.63993,10845.63981,67,10290,"[3600.95821783481, 6060.888958954217, 1.895]","[0.0, 0.0, 0.0]","[3.142757502564956, 29.761090243368905, 0.0]","[0.0, 0.0, 0.0]",2.36E-09,0,0.1,0
3,10845.68594,10845.68583,103,10385,"[3591.504106887603, 5738.664247921073, 1.895]","[0.0, 0.0, 0.0]","[1.2935599140097345, -30.095067387134655, 0.0]","[0.0, 0.0, 0.0]",8.57E-09,0,0.1,0
3,10845.68788,10845.68776,91,10450,"[3611.8836711165486, 5489.575433221944, 1.895]","[0.0, 0.0, 0.0]","[3.224442314419433, -38.30225340373142, 0.0]","[0.0, 0.0, 0.0]",5.66E-09,0,0.1,0
3,10845.79108,10845.79097,85,10552,"[3606.5361640877445, 5592.391550981035, 1.895]","[0.0, 0.0, 0.0]","[2.4812673782388264, -29.472263103170377, 0.0]","[0.0, 0.0, 0.0]",2.67E-08,0,0.1,0
3,10845.79691,10845.7968,139,10609,"[3601.300264530844, 6034.805760784558, 1.895]","[0.0, 0.0, 0.0]","[-3.4244650791269162, -29.715428413498614, 0.0]","[0.0, 0.0, 0.0]",2.65E-09,0,0.1,0
3,10846.00522,10846.00511,109,10780,"[3591.1693965727427, 5762.814486543389, 1.895]","[0.0, 0.0, 0.0]","[-0.017565412008636972, -30.179573508267094, 0.0]","[0.0, 0.0, 0.0]",3.18E-07,0,0.1,0
3,10846.06777,10846.06766,145,10844,"[3604.8527064194855, 6065.631694235749, 1.895]","[0.0, 0.0, 0.0]","[-3.4474809968411027, -29.915146570780816, 0.0]","[0.0, 0.0, 0.0]",1.70E-09,0,0.1,0
3,10846.10326,10846.10315,73,10889,"[3598.5699730952665, 6038.272906917507, 1.895]","[0.0, 0.0, 0.0]","[3.1451530015703573, 29.78377499136966, 0.0]","[0.0, 0.0, 0.0]",3.43E-09,0,0.1,0
3,10846.28217,10846.28206,121,10934,"[3606.0769263095704, 5475.584292775055, 1.895]","[0.0, 0.0, 0.0]","[-4.06388515402071, 35.213132531395125, 0.0]","[0.0, 0.0, 0.0]",1.35E-08,0,0.1,0
3,10846.50532,10846.50521,133,10991,"[3629.4003046110133, 5284.942233703384, 1.895]","[0.0, 0.0, 0.0]","[-5.361389094845625, 34.36968458300989, 0.0]","[0.0, 0.0, 0.0]",2.23E-09,0,0.1,0
3,10846.68788,10846.68776,91,11123,"[3616.255365242729, 5451.439603454018, 1.895]","[0.0, 0.0, 0.0]","[4.72618503843884, -38.158171925516875, 0.0]","[0.0, 0.0, 0.0]",2.29E-09,0,0.1,0
3,10846.71076,10846.71065,127,11167,"[3618.932378102451, 5364.193170590997, 1.895]","[0.0, 0.0, 0.0]","[-4.072914727767213, 35.29137282730409, 0.0]","[0.0, 0.0, 0.0]",3.18E-09,0,0.1,0
3,10846.79108,10846.79097,85,11215,"[3609.0138511282266, 5562.961814796703, 1.895]","[0.0, 0.0, 0.0]","[2.4796627849117048, -29.45320389289531, 0.0]","[0.0, 0.0, 0.0]",2.13E-08,0,0.1,0
3,10846.79692,10846.7968,139,11267,"[3597.9999907599813, 6005.018281857958, 1.895]","[0.0, 0.0, 0.0]","[-2.866461916021986, -29.7837976965931, 0.0]","[0.0, 0.0, 0.0]",2.84E-08,0,0.1,0
3,10846.93217,10846.93206,97,11385,"[3604.4859943352276, 5577.450378110882, 1.895]","[0.0, 0.0, 0.0]","[2.693665583626253, -31.99730424935006, 0.0]","[0.0, 0.0, 0.0]",2.59E-09,0,0.1,0
3,10847.00523,10847.00511,109,11450,"[3591.7644183095435, 5732.6080230024545, 1.895]","[0.0, 0.0, 0.0]","[1.298756604572395, -30.21596998389847, 0.0]","[0.0, 0.0, 0.0]",5.42E-08,0,0.1,0
3,10847.06777,10847.06766,145,11507,"[3601.4074801941783, 6035.736113203114, 1.895]","[0.0, 0.0, 0.0]","[-3.433622197258429, -29.79488832387796, 0.0]","[0.0, 0.0, 0.0]",8.90E-09,0,0.1,0
3,10847.10325,10847.10315,73,11564,"[3601.717764821966, 6068.081669944597, 1.895]","[0.0, 0.0, 0.0]","[3.1420728156218507, 29.75460643735143, 0.0]","[0.0, 0.0, 0.0]",7.42E-09,0,0.1,0
3,10847.28217,10847.28206,121,11621,"[3603.032904724077, 5510.7708745628815, 1.895]","[0.0, 0.0, 0.0]","[-2.8846323721682645, 35.21375415699439, 0.0]","[0.0, 0.0, 0.0]",8.68E-09,0,0.1,0
3,10847.50532,10847.50521,133,11682,"[3624.112400687208, 5319.308825960314, 1.895]","[0.0, 0.0, 0.0]","[-4.866576489801816, 34.45950948457257, 0.0]","[0.0, 0.0, 0.0]",1.86E-09,0,0.1,0
3,10847.5844,10847.58429,151,11727,"[3603.9679685997426, 6057.954476702549, 1.895]","[0.0, 0.0, 0.0]","[-3.4458308344319826, -29.900827463473295, 0.0]","[0.0, 0.0, 0.0]",8.27E-09,0,0.1,0
3,10847.68594,10847.68583,103,11812,"[3594.0991202968826, 5678.290466562327, 1.895]","[0.0, 0.0, 0.0]","[1.2970637889213752, -30.17658610956866, 0.0]","[0.0, 0.0, 0.0]",2.49E-09,0,0.1,0
3,10847.68788,10847.68776,91,11864,"[3620.9736680733445, 5413.345070729868, 1.895]","[0.0, 0.0, 0.0]","[4.711421562941889, -38.03897489201947, 0.0]","[0.0, 0.0, 0.0]",8.20E-09,0,0.1,0
3,10847.79108,10847.79097,85,11964,"[3611.491899783418, 5533.527783386495, 1.895]","[0.0, 0.0, 0.0]","[2.4816244182670095, -29.476503991412116, 0.0]","[0.0, 0.0, 0.0]",3.29E-09,0,0.1,0
3,10847.79692,10847.7968,139,12012,"[3596.0144742609027, 5975.1078110882145, 1.895]","[0.0, 0.0, 0.0]","[-1.9853387278240824, -29.90779276536949, 0.0]","[0.0, 0.0, 0.0]",1.20E-08,0,0.1,0
3,10847.93217,10847.93206,97,12124,"[3607.178752879903, 5545.463848324929, 1.895]","[0.0, 0.0, 0.0]","[2.691030964052923, -31.966008336239682, 0.0]","[0.0, 0.0, 0.0]",8.12E-09,0,0.1,0
3,10848.00522,10848.00511,109,12180,"[3593.06331815092, 5702.388720570429, 1.895]","[0.0, 0.0, 0.0]","[1.297761755046807, -30.192824505139917, 0.0]","[0.0, 0.0, 0.0]",6.57E-08,0,0.1,0
3,10848.06776,10848.06766,145,12236,"[3598.0548176717284, 6005.844212411534, 1.895]","[0.0, 0.0, 0.0]","[-2.8882745298913606, -29.855044999736766, 0.0]","[0.0, 0.0, 0.0]",7.53E-09,0,0.1,0
3,10848.28218,10848.28206,121,12288,"[3600.1453136944842, 5546.020746124733, 1.895]","[0.0, 0.0, 0.0]","[-2.8893534069266185, 35.27138554148251, 0.0]","[0.0, 0.0, 0.0]",1.76E-08,0,0.1,0
3,10848.50532,10848.50521,133,12336,"[3620.1230711867547, 5353.8759416849825, 1.895]","[0.0, 0.0, 0.0]","[-3.9902020947432004, 34.57467666134589, 0.0]","[0.0, 0.0, 0.0]",8.54E-09,0,0.1,0
3,10848.5844,10848.58429,151,12388,"[3600.5180564362877, 6028.018233944255, 1.895]","[0.0, 0.0, 0.0]","[-3.453464483792678, -29.967067636980715, 0.0]","[0.0, 0.0, 0.0]",2.41E-09,0,0.1,0
3,10848.68594,10848.68583,103,12464,"[3595.396710512793, 5648.101632967678, 1.895]","[0.0, 0.0, 0.0]","[1.2942769589645324, -30.111749657517336, 0.0]","[0.0, 0.0, 0.0]",8.41E-09,0,0.1,0
3,10848.68788,10848.68776,91,12520,"[3625.6908538036964, 5375.259557225992, 1.895]","[0.0, 0.0, 0.0]","[4.7163454336136414, -38.078729133985625, 0.0]","[0.0, 0.0, 0.0]",5.39E-09,0,0.1,0
3,10848.79108,10848.79097,85,12616,"[3613.969730535583, 5504.0963402081625, 1.895]","[0.0, 0.0, 0.0]","[2.4850060636435227, -29.516670860590718, 0.0]","[0.0, 0.0, 0.0]",5.19E-09,0,0.1,0
3,10848.79691,10848.7968,139,12664,"[3594.0287615968837, 5945.194385225566, 1.895]","[0.0, 0.0, 0.0]","[-1.9844504853971157, -29.894411990533914, 0.0]","[0.0, 0.0, 0.0]",3.30E-09,0,0.1,0
3,10848.93216,10848.93206,97,12764,"[3609.871946662993, 5513.472148462904, 1.895]","[0.0, 0.0, 0.0]","[2.689046508335679, -31.94243553876744, 0.0]","[0.0, 0.0, 0.0]",3.31E-09,0,0.1,0
3,10849.00523,10849.00511,109,12804,"[3594.3596081991172, 5672.230135775641, 1.895]","[0.0, 0.0, 0.0]","[1.2938354945530623, -30.10147885283656, 0.0]","[0.0, 0.0, 0.0]",5.38E-08,0,0.1,0
3,10849.06777,10849.06766,145,12868,"[3596.0622579377764, 5975.827640045093, 1.895]","[0.0, 0.0, 0.0]","[-1.9911457431479547, -29.995271545939925, 0.0]","[0.0, 0.0, 0.0]",1.72E-08,0,0.1,0
3,10849.28217,10849.28206,121,12920,"[3597.2588261391656, 5581.257147175686, 1.895]","[0.0, 0.0, 0.0]","[-2.8928329230383896, 35.31386125736729, 0.0]","[0.0, 0.0, 0.0]",1.10E-08,0,0.1,0
3,10849.50532,10849.50521,133,12976,"[3616.132731692148, 5388.45180890155, 1.895]","[0.0, 0.0, 0.0]","[-4.000626267082627, 34.665001005733885, 0.0]","[0.0, 0.0, 0.0]",1.67E-09,0,0.1,0
3,10849.68788,10849.68776,91,13172,"[3630.4086283043416, 5337.169290121081, 1.895]","[0.0, 0.0, 0.0]","[4.711234692565734, -38.037466141955775, 0.0]","[0.0, 0.0, 0.0]",7.00E-09,0,0.1,0
3,10849.71077,10849.71065,127,13220,"[3606.7275141154123, 5469.9470186489025, 1.895]","[0.0, 0.0, 0.0]","[-4.074894498875896, 35.30852733334688, 0.0]","[0.0, 0.0, 0.0]",3.01E-09,0,0.1,0
3,10849.79108,10849.79097,85,13276,"[3616.6992132726696, 5474.6796121671405, 1.895]","[0.0, 0.0, 0.0]","[3.638022141595947, -29.36546151600513, 0.0]","[0.0, 0.0, 0.0]",2.24E-08,0,0.1,0
3,10849.79691,10849.7968,139,13320,"[3592.456600198319, 5915.260932148129, 1.895]","[0.0, 0.0, 0.0]","[-1.1678841387003476, -29.893962511562393, 0.0]","[0.0, 0.0, 0.0]",3.61E-09,0,0.1,0
3,10849.93216,10849.93206,97,13436,"[3612.5639684535277, 5481.494370374474, 1.895]","[0.0, 0.0, 0.0]","[2.694853895883889, -32.01141988017481, 0.0]","[0.0, 0.0, 0.0]",1.07E-08,0,0.1,0
3,10850.00523,10850.00511,109,13492,"[3595.739119952936, 5642.060933505399, 1.895]","[0.0, 0.0, 0.0]","[1.8487202711770396, -30.112894392905417, 0.0]","[0.0, 0.0, 0.0]",1.34E-07,0,0.1,0
3,10850.06777,10850.06766,145,13548,"[3594.070577981692, 5945.824320940577, 1.895]","[0.0, 0.0, 0.0]","[-1.99142232496204, -29.99943806491745, 0.0]","[0.0, 0.0, 0.0]",2.30E-09,0,0.1,0
3,10850.28217,10850.28206,121,13604,"[3594.3714656260427, 5616.50420473934, 1.895]","[0.0, 0.0, 0.0]","[-2.891565906277248, 35.29839432398952, 0.0]","[0.0, 0.0, 0.0]",2.34E-07,0,0.1,0
3,10850.50531,10850.50521,133,13660,"[3612.146039456352, 5422.996073008527, 1.895]","[0.0, 0.0, 0.0]","[-3.9907935404868566, 34.57980147581628, 0.0]","[0.0, 0.0, 0.0]",1.08E-08,0,0.1,0
3,10850.5844,10850.58429,151,13724,"[3595.5457615804257, 5968.046969772958, 1.895]","[0.0, 0.0, 0.0]","[-1.9865055409428347, -29.925370020277278, 0.0]","[0.0, 0.0, 0.0]",7.64E-09,0,0.1,0
3,10850.68594,10850.68583,103,13816,"[3600.299901194621, 5587.8809705689855, 1.895]","[0.0, 0.0, 0.0]","[2.5297764254651156, -30.052569002051147, 0.0]","[0.0, 0.0, 0.0]",1.47E-08,0,0.1,0
3,10850.68788,10850.68776,91,13868,"[3635.7775345895657, 5299.137138232192, 1.895]","[0.0, 0.0, 0.0]","[5.981115211286497, -37.993675035321445, 0.0]","[0.0, 0.0, 0.0]",6.60E-09,0,0.1,0
3,10850.71076,10850.71065,127,13912,"[3603.4848146186546, 5505.254246488432, 1.895]","[0.0, 0.0, 0.0]","[-2.90079284475619, 35.41103091029457, 0.0]","[0.0, 0.0, 0.0]",2.25E-09,0,0.1,0
3,10850.79692,10850.7968,139,14016,"[3591.2868241389087, 5885.318542737917, 1.895]","[0.0, 0.0, 0.0]","[-1.1667248095056106, -29.864287527307688, 0.0]","[0.0, 0.0, 0.0]",1.47E-08,0,0.1,0
3,10850.93217,10850.93206,97,14136,"[3616.478021268769, 5449.641927981563, 1.895]","[0.0, 0.0, 0.0]","[3.949397971643157, -31.886565079139427, 0.0]","[0.0, 0.0, 0.0]",1.62E-09,0,0.1,0
3,10851.00523,10851.00511,109,14196,"[3598.27427095655, 5611.944517011088, 1.895]","[0.0, 0.0, 0.0]","[2.5295621009335347, -30.050022926193197, 0.0]","[0.0, 0.0, 0.0]",2.35E-08,0,0.1,0
3,10851.06776,10851.06766,145,14248,"[3592.4789868496873, 5915.833956213268, 1.895]","[0.0, 0.0, 0.0]","[-1.1736101634388627, -30.04052976360358, 0.0]","[0.0, 0.0, 0.0]",3.41E-09,0,0.1,0
3,10851.28217,10851.28206,121,14292,"[3591.8397674109606, 5651.757360398784, 1.895]","[0.0, 0.0, 0.0]","[-1.473682540893341, 35.29585074448643, 0.0]","[0.0, 0.0, 0.0]",3.93E-07,0,0.1,0
3,10851.50531,10851.50521,133,14352,"[3608.1565824016375, 5457.564293977303, 1.895]","[0.0, 0.0, 0.0]","[-3.991281880796343, 34.58403289264688, 0.0]","[0.0, 0.0, 0.0]",7.14E-09,0,0.1,0
3,10851.5844,10851.58429,151,14404,"[3593.554491265785, 5938.0498216413025, 1.895]","[0.0, 0.0, 0.0]","[-1.991387220638418, -29.99890924189026, 0.0]","[0.0, 0.0, 0.0]",2.87E-09,0,0.1,0
3,10851.68594,10851.68583,103,14496,"[3602.834389392385, 5557.7724279003305, 1.895]","[0.0, 0.0, 0.0]","[2.5284740954988294, -30.037097926943467, 0.0]","[0.0, 0.0, 0.0]",5.39E-09,0,0.1,0
3,10851.68787,10851.68776,91,14556,"[3641.7469659473554, 5261.217682220779, 1.895]","[0.0, 0.0, 0.0]","[5.95972410163146, -37.85779287284586, 0.0]","[0.0, 0.0, 0.0]",1.11E-08,0,0.1,0
3,10851.71076,10851.71065,127,14609,"[3600.5872922526823, 5540.6253534774, 1.895]","[0.0, 0.0, 0.0]","[-2.905246788368253, 35.46540181624315, 0.0]","[0.0, 0.0, 0.0]",2.27E-08,0,0.1,0
3,10851.79108,10851.79097,85,14674,"[3623.9609662096964, 5416.064046315348, 1.895]","[0.0, 0.0, 0.0]","[3.6390914037948887, -29.374092408487762, 0.0]","[0.0, 0.0, 0.0]",1.67E-08,0,0.1,0
3,10851.79692,10851.7968,139,14735,"[3591.2232585010393, 5855.356012098024, 1.895]","[0.0, 0.0, 0.0]","[-0.01742861958222452, -29.944547018390903, 0.0]","[0.0, 0.0, 0.0]",7.67E-09,0,0.1,0
3,10851.93217,10851.93206,97,14861,"[3620.423040400613, 5417.790716685781, 1.895]","[0.0, 0.0, 0.0]","[3.941898343871054, -31.82601474442142, 0.0]","[0.0, 0.0, 0.0]",8.36E-09,0,0.1,0
3,10852.00523,10852.00511,109,14918,"[3600.808567420366, 5581.838252052689, 1.895]","[0.0, 0.0, 0.0]","[2.5302453506230305, -30.05813961517509, 0.0]","[0.0, 0.0, 0.0]",2.26E-07,0,0.1,0
3,10852.06777,10852.06766,145,14983,"[3591.307032450121, 5885.835808516076, 1.895]","[0.0, 0.0, 0.0]","[-1.1708452063705759, -29.96975602825352, 0.0]","[0.0, 0.0, 0.0]",1.64E-09,0,0.1,0
3,10852.09903,10852.09892,157,15032,"[3644.0752489680194, 5190.8671348995085, 1.895]","[0.0, 0.0, 0.0]","[-5.537365018646904, 35.49779464708939, 0.0]","[0.0, 0.0, 0.0]",5.07E-09,0,0.1,0
3,10852.28217,10852.28206,121,15081,"[3590.365094349404, 5687.076934888774, 1.895]","[0.0, 0.0, 0.0]","[-1.4741081128340001, 35.30604352568708, 0.0]","[0.0, 0.0, 0.0]",4.57E-08,0,0.1,0
3,10852.50532,10852.50521,133,15134,"[3604.557224185357, 5492.162953746296, 1.895]","[0.0, 0.0, 0.0]","[-2.8488116794002574, 34.776477961613374, 0.0]","[0.0, 0.0, 0.0]",2.41E-08,0,0.1,0
3,10852.5844,10852.58429,151,15203,"[3592.1732682531892, 5908.008573574726, 1.895]","[0.0, 0.0, 0.0]","[-1.1743687944159944, -30.05994820181386, 0.0]","[0.0, 0.0, 0.0]",2.11E-09,0,0.1,0
3,10852.68594,10852.68583,103,15294,"[3605.3682964260765, 5527.670789190951, 1.895]","[0.0, 0.0, 0.0]","[2.535441433936535, -30.119866671664273, 0.0]","[0.0, 0.0, 0.0]",6.56E-09,0,0.1,0
3,10852.68788,10852.68776,91,15359,"[3647.716705583139, 5223.296267943471, 1.895]","[0.0, 0.0, 0.0]","[5.971869152465801, -37.93494154803216, 0.0]","[0.0, 0.0, 0.0]",5.01E-09,0,0.1,0
3,10852.71077,10852.71065,127,15416,"[3597.6906804661294, 5575.98534469296, 1.895]","[0.0, 0.0, 0.0]","[-2.903285493863986, 35.44145958249853, 0.0]","[0.0, 0.0, 0.0]",2.50E-07,0,0.1,0
3,10852.79108,10852.79097,85,15481,"[3627.5925720714617, 5386.750375858088, 1.895]","[0.0, 0.0, 0.0]","[3.632550263524332, -29.3212934986929, 0.0]","[0.0, 0.0, 0.0]",6.79E-09,0,0.1,0
3,10852.79692,10852.7968,139,15530,"[3591.2058110248645, 5825.379067094844, 1.895]","[0.0, 0.0, 0.0]","[-0.01743501473563992, -29.955534694734947, 0.0]","[0.0, 0.0, 0.0]",7.42E-09,0,0.1,0
3,10852.93217,10852.93206,97,15652,"[3624.369857688862, 5385.9249874731795, 1.895]","[0.0, 0.0, 0.0]","[3.951178146247873, -31.900937814857564, 0.0]","[0.0, 0.0, 0.0]",1.36E-08,0,0.1,0
3,10853.00522,10853.00511,109,15709,"[3603.3441135878647, 5551.7171411949585, 1.895]","[0.0, 0.0, 0.0]","[2.534932181937008, -30.11381699442135, 0.0]","[0.0, 0.0, 0.0]",2.84E-08,0,0.1,0
3,10853.06778,10853.06766,145,15778,"[3591.2235019778304, 5855.774335659302, 1.895]","[0.0, 0.0, 0.0]","[-0.01749282046863563, -30.054852171717187, 0.0]","[0.0, 0.0, 0.0]",1.30E-09,0,0.1,0
3,10853.09904,10853.09892,157,15823,"[3638.53378269646, 5226.391221010705, 1.895]","[0.0, 0.0, 0.0]","[-5.5567219278557936, 35.62188391803065, 0.0]","[0.0, 0.0, 0.0]",1.34E-09,0,0.1,0
3,10853.28217,10853.28206,121,15876,"[3588.8900664060557, 5722.405009075553, 1.895]","[0.0, 0.0, 0.0]","[-1.4769821562196646, 35.37487911522952, 0.0]","[0.0, 0.0, 0.0]",1.38E-09,0,0.1,0
3,10853.50532,10853.50521,133,15937,"[3601.716680836172, 5526.838497200506, 1.895]","[0.0, 0.0, 0.0]","[-2.846513355114011, 34.748421483023634, 0.0]","[0.0, 0.0, 0.0]",7.84E-08,0,0.1,0
3,10853.5844,10853.58429,151,15998,"[3591.2364142202323, 5877.9591821365175, 1.895]","[0.0, 0.0, 0.0]","[-0.017516721243127614, -30.09591668521226, 0.0]","[0.0, 0.0, 0.0]",2.48E-09,0,0.1,0
3,10853.68594,10853.68583,103,16101,"[3607.9026096925895, 5497.564324624315, 1.895]","[0.0, 0.0, 0.0]","[2.533254048349691, -30.09388154680459, 0.0]","[0.0, 0.0, 0.0]",1.31E-09,0,0.1,0
3,10853.68787,10853.68776,91,16150,"[3653.685094042962, 5185.383436704368, 1.895]","[0.0, 0.0, 0.0]","[5.9687575465930625, -37.91517577890874, 0.0]","[0.0, 0.0, 0.0]",3.40E-09,0,0.1,0
3,10853.71076,10853.71065,127,16203,"[3594.7928398574504, 5611.360336586134, 1.895]","[0.0, 0.0, 0.0]","[-2.9047176240099564, 35.45894211488901, 0.0]","[0.0, 0.0, 0.0]",5.56E-08,0,0.1,0
3,10853.79109,10853.79097,85,16272,"[3631.2257239779574, 5357.424226005358, 1.895]","[0.0, 0.0, 0.0]","[3.636794524742218, -29.35555241317642, 0.0]","[0.0, 0.0, 0.0]",1.28E-08,0,0.1,0
3,10853.79692,10853.7968,139,16325,"[3591.1883650158293, 5795.404642821697, 1.895]","[0.0, 0.0, 0.0]","[-0.017423942348425, -29.93651094606945, 0.0]","[0.0, 0.0, 0.0]",1.08E-08,0,0.1,0
3,10853.93217,10853.93206,97,16442,"[3628.316847590758, 5354.057864616195, 1.895]","[0.0, 0.0, 0.0]","[3.9498837532861546, -31.89048717260403, 0.0]","[0.0, 0.0, 0.0]",1.08E-08,0,0.1,0
3,10854.00523,10854.00511,109,16506,"[3605.8776504612956, 5521.619899817553, 1.895]","[0.0, 0.0, 0.0]","[2.5375099387965188, -30.14443954870197, 0.0]","[0.0, 0.0, 0.0]",2.55E-07,0,0.1,0
3,10854.06777,10854.06766,145,16566,"[3591.206037556573, 5825.768276887077, 1.895]","[0.0, 0.0, 0.0]","[-0.017442524550181086, -29.9684374921462, 0.0]","[0.0, 0.0, 0.0]",8.88E-09,0,0.1,0
3,10854.09903,10854.09892,157,16618,"[3632.9950420609616, 5261.897834177846, 1.895]","[0.0, 0.0, 0.0]","[-5.546788019282105, 35.558201671069476, 0.0]","[0.0, 0.0, 0.0]",1.97E-08,0,0.1,0
3,10854.28217,10854.28206,121,16666,"[3587.7324657243653, 5757.715519941157, 1.895]","[0.0, 0.0, 0.0]","[-0.03428879488295933, 35.34119712563023, 0.0]","[0.0, 0.0, 0.0]",1.54E-09,0,0.1,0
3,10854.50532,10854.50521,133,16722,"[3598.8751185742362, 5561.52647889242, 1.895]","[0.0, 0.0, 0.0]","[-2.8418325074154334, 34.69128067655744, 0.0]","[0.0, 0.0, 0.0]",1.20E-07,0,0.1,0
3,10854.5844,10854.58429,151,16786,"[3591.2189307827803, 5847.920451163738, 1.895]","[0.0, 0.0, 0.0]","[-0.0175527493851193, -30.15781754136454, 0.0]","[0.0, 0.0, 0.0]",5.65E-09,0,0.1,0
3,10854.68593,10854.68583,103,16878,"[3610.9460099885805, 5467.4810463901795, 1.895]","[0.0, 0.0, 0.0]","[3.7140171623566287, -29.993418120302017, 0.0]","[0.0, 0.0, 0.0]",1.90E-08,0,0.1,0
